timestamp,platform_z (mocap_frame),reference_heave,platform_heave
1748267544.3140047,1.605502685546875,-3.474173069000244,-4.449731445312488
1748267544.3740046,1.608424072265625,-3.2174394130706787,-4.157592773437502
1748267544.4240046,1.6117056884765626,-2.9639084339141846,-3.829431152343732
1748267544.4640045,1.6141571044921874,-2.713452100753784,-3.58428955078125
1748267544.5140047,1.616840087890625,-2.465867042541504,-3.3159912109374856
1748267544.5740047,1.6193760986328125,-2.2209770679473877,-3.06239013671874
1748267544.6140046,1.6197239990234376,-1.9785518646240234,-3.0276000976562356
1748267544.6740046,1.62228173828125,-1.7383511066436768,-2.7718261718749915
1748267544.7240045,1.6255281982421874,-1.500102162361145,-2.4471801757812495
1748267544.7740047,1.6286519775390624,-1.263521432876587,-2.1348022460937477
1748267544.8140047,1.630736572265625,-1.0283094644546509,-1.9263427734374838
1748267544.8740046,1.6330521240234375,-0.7941455841064453,-1.6947875976562443
1748267544.9140046,1.6336466064453126,-0.5607356429100037,-1.6353393554687345
1748267544.9540045,1.63528076171875,-0.3277374505996704,-1.4719238281249991
1748267545.0240047,1.639029052734375,-0.09484083205461502,-1.0970947265624975
1748267545.0740047,1.641374267578125,0.13826966285705566,-0.862573242187481
1748267545.1140046,1.6431883544921875,0.371904194355011,-0.6811645507812436
1748267545.1740046,1.6457359619140626,0.6063514351844788,-0.42640380859373384
1748267545.2240045,1.6480078125,0.8418788313865662,-0.19921874999999645
1748267545.2740047,1.6502049560546874,1.078758955001831,0.020495605468751066
1748267545.3140047,1.6519569091796875,1.3172166347503662,0.19569091796876048
1748267545.3740046,1.6547977294921874,1.5574493408203125,0.4797729492187486
1748267545.4240046,1.657215576171875,1.7996392250061035,0.7215576171875071
1748267545.4540045,1.658549560546875,2.043957233428955,0.8549560546875057
1748267545.5240047,1.661881591796875,2.290494203567505,1.188159179687509
1748267545.5740047,1.664291259765625,2.53935170173645,1.4291259765625064
1748267545.6240046,1.6666451416015624,2.790567398071289,1.6645141601562496
1748267545.6740046,1.669,3.044157028198242,1.9000000000000128
1748267545.7240045,1.6713502197265624,3.300083637237549,2.135021972656248
1748267545.7740047,1.673906982421875,3.558255672454834,2.3906982421875167
1748267545.8240047,1.676268798828125,3.8185293674468994,2.626879882812516
1748267545.8740046,1.678786376953125,4.080733299255371,2.8786376953125137
1748267545.9240046,1.6814537353515624,4.344615936279297,3.1453735351562484
1748267545.9740045,1.6841317138671874,4.609883785247803,3.4131713867187496
1748267546.0140047,1.6860513916015625,4.8761887550354,3.6051391601562566
1748267546.0740047,1.6892874755859375,5.1431193351745605,3.9287475585937592
1748267546.1040046,1.6908870849609374,5.410210609436035,4.088708496093751
1748267546.1740046,1.694612060546875,5.676948547363281,4.4612060546875165
1748267546.2240045,1.6973284912109374,5.942745685577393,4.732849121093752
1748267546.2640047,1.6996883544921875,6.207018852233887,4.968835449218756
1748267546.3140047,1.702681396484375,6.469083786010742,5.268139648437509
1748267546.3640046,1.7049619140625,6.728250503540039,5.496191406250017
1748267546.4240046,1.7075777587890626,6.983759880065918,5.757775878906268
1748267546.4640045,1.7093201904296875,7.23485803604126,5.932019042968761
1748267546.5140047,1.711987548828125,7.480737209320068,6.198754882812518
1748267546.5640047,1.7150240478515626,7.720595836639404,6.502404785156268
1748267546.6240046,1.7183160400390625,7.953593730926514,6.831604003906255
1748267546.6640046,1.7200552978515624,8.178918838500977,7.00552978515625
1748267546.7240045,1.7226473388671875,8.395736694335938,7.264733886718755
1748267546.7740047,1.7252244873046876,8.603245735168457,7.522448730468767
1748267546.8040047,1.7266363525390624,8.800642967224121,7.6636352539062536
1748267546.8740046,1.729729248046875,8.987122535705566,7.972924804687498
1748267546.9140046,1.7311971435546876,9.161971092224121,8.119714355468766
1748267546.9540045,1.7328458251953125,9.324403762817383,8.28458251953126
1748267547.0240047,1.735853759765625,9.473779678344727,8.585375976562503
1748267547.0740047,1.73771044921875,9.609402656555176,8.771044921875015
1748267547.1240046,1.7393670654296876,9.730668067932129,8.936706542968764
1748267547.1740046,1.740619873046875,9.836989402770996,9.061987304687502
1748267547.2140045,1.74170654296875,9.927836418151855,9.170654296875004
1748267547.2640047,1.7429874267578125,10.002732276916504,9.298742675781257
1748267547.3240047,1.744114501953125,10.06120777130127,9.41145019531251
1748267547.3740046,1.744889892578125,10.102904319763184,9.48898925781252
1748267547.4240046,1.745576904296875,10.127420425415039,9.557690429687504
1748267547.4740045,1.74621728515625,10.134489059448242,9.621728515625016
1748267547.5240047,1.7466378173828125,10.123822212219238,9.663781738281262
1748267547.5740047,1.7469571533203125,10.09520435333252,9.695715332031263
1748267547.6140046,1.747101318359375,10.048486709594727,9.710131835937519
1748267547.6740046,1.747064208984375,9.983514785766602,9.706420898437518
1748267547.7240045,1.74709765625,9.90021800994873,9.70976562500001
1748267547.7640047,1.7470443115234375,9.79854965209961,9.704431152343762
1748267547.8240047,1.747062255859375,9.678540229797363,9.7062255859375
1748267547.8740046,1.7470567626953124,9.54021167755127,9.70567626953125
1748267547.9240046,1.747005126953125,9.383681297302246,9.700512695312513
1748267547.9640045,1.7470574951171876,9.209099769592285,9.705749511718764
1748267548.0240047,1.7470970458984374,9.016621589660645,9.70970458984375
1748267548.0740047,1.747093994140625,8.806476593017578,9.709399414062503
1748267548.1240046,1.7470535888671874,8.578943252563477,9.705358886718752
1748267548.1740046,1.746113525390625,8.334310531616211,9.611352539062512
1748267548.2240045,1.7435670166015624,8.07290267944336,9.356701660156252
1748267548.2740047,1.7405941162109375,7.795128345489502,9.05941162109376
1748267548.3140047,1.73805322265625,7.501430511474609,8.805322265625005
1748267548.3740046,1.7347608642578125,7.192151069641113,8.47608642578126
1748267548.4240046,1.7322362060546874,6.867840766906738,8.223620605468751
1748267548.4740045,1.729353515625,6.528965473175049,7.935351562500004
1748267548.5240047,1.726319580078125,6.176054000854492,7.6319580078125115
1748267548.5740047,1.722967529296875,5.809657573699951,7.2967529296875
1748267548.6240046,1.71942333984375,5.430294036865234,6.942333984375004
1748267548.6640046,1.71643896484375,5.038605690002441,6.643896484375
1748267548.7240045,1.711939697265625,4.635138034820557,6.193969726562498
1748267548.7740047,1.7081483154296875,4.2205586433410645,5.814831542968757
1748267548.8040047,1.705775390625,3.795478105545044,5.577539062500003
1748267548.8740046,1.7000821533203125,3.3605427742004395,5.008215332031263
1748267548.9140046,1.6967095947265625,2.9164211750030518,4.670959472656255
1748267548.9740045,1.6915426025390625,2.463792324066162,4.154260253906261
1748267549.0140047,1.68819091796875,2.0033462047576904,3.819091796875007
1748267549.0740047,1.6851826171875,1.5357670783996582,3.5182617187500043
1748267549.1240046,1.6799715576171874,1.0617446899414062,2.9971557617187505
1748267549.1540046,1.6766492919921876,0.5820170044898987,2.6649291992187685
1748267549.2240045,1.6691541748046874,0.09727374464273453,1.9154174804687507
1748267549.2740047,1.6646923828125,-0.39176318049430847,1.469238281250007
1748267549.3240047,1.662363525390625,-0.8843719363212585,1.236352539062513
1748267549.3740046,1.657104736328125,-1.3798574209213257,0.7104736328125139
1748267549.4240046,1.6507476806640624,-1.8774549961090088,0.07476806640625
1748267549.4640045,1.645840576171875,-2.3764748573303223,-0.4159423828124842
1748267549.5240047,1.6393514404296874,-2.8761792182922363,-1.0648559570312521
1748267549.5740047,1.634638671875,-3.3758673667907715,-1.5361328125000018
1748267549.6240046,1.6298680419921876,-3.874828577041626,-2.013195800781231
1748267549.6740046,1.62484423828125,-4.3723297119140625,-2.515576171874989
1748267549.7140045,1.620808837890625,-4.867681503295898,-2.9191162109375
1748267549.7740047,1.61724365234375,-5.360188961029053,-3.2756347656250018
1748267549.8240047,1.6117283935546876,-5.849145412445068,-3.8271606445312356
1748267549.8740046,1.6051142578125,-6.3338727951049805,-4.488574218749997
1748267549.9040046,1.60133544921875,-6.813669681549072,-4.866455078124998
1748267549.9740045,1.5939246826171876,-7.2878899574279785,-5.607531738281235
1748267550.0140047,1.590380859375,-7.755865097045898,-5.961914062499996
1748267550.0740047,1.585152587890625,-8.216931343078613,-6.484741210937495
1748267550.1240046,1.582814453125,-8.670458793640137,-6.7185546875
1748267550.1740046,1.5775665283203124,-9.115772247314453,-7.24334716796875
1748267550.2240045,1.5712664794921876,-9.552295684814453,-7.873352050781235
1748267550.2740047,1.5654407958984375,-9.979381561279297,-8.455920410156237
1748267550.3240047,1.5607242431640624,-10.39643669128418,-8.927575683593748
1748267550.3640046,1.5575645751953124,-10.8028564453125,-9.243542480468747
1748267550.4240046,1.5527703857421875,-11.198046684265137,-9.72296142578124
1748267550.4740045,1.548627197265625,-11.581436157226562,-10.137280273437499
1748267550.5040047,1.54621875,-11.952421188354492,-10.378124999999994
1748267550.5740047,1.5402039794921876,-12.310470581054688,-10.979602050781235
1748267550.6240046,1.5367886962890625,-12.65498161315918,-11.321130371093746
1748267550.6740046,1.533591064453125,-12.985441207885742,-11.640893554687493
1748267550.7140045,1.530802001953125,-13.301243782043457,-11.919799804687493
1748267550.7740047,1.526381591796875,-13.601898193359375,-12.361840820312487
1748267550.8140047,1.5237716064453124,-13.88684368133545,-12.622839355468752
1748267550.8740046,1.51987646484375,-14.155559539794922,-13.012353515624998
1748267550.9240046,1.5165159912109376,-14.407540321350098,-13.34840087890623
1748267550.9740045,1.513718017578125,-14.64222240447998,-13.628198242187484
1748267551.0240047,1.5110992431640624,-14.859158515930176,-13.89007568359375
1748267551.0740047,1.508540771484375,-15.057817459106445,-14.145922851562487
1748267551.1140046,1.506755126953125,-15.237735748291016,-14.324487304687494
1748267551.1740046,1.5041307373046875,-15.398426055908203,-14.586926269531242
1748267551.2240045,1.5019521484375,-15.539432525634766,-14.804785156249988
1748267551.2740047,1.500294189453125,-15.660308837890625,-14.970581054687493
1748267551.3240047,1.4984583740234374,-15.760592460632324,-15.154162597656251
1748267551.3640046,1.4973134765625,-15.839905738830566,-15.268652343749988
1748267551.4240046,1.496201416015625,-15.89780330657959,-15.379858398437495
1748267551.4740045,1.49527294921875,-15.933928489685059,-15.472705078124992
1748267551.5140047,1.4942811279296875,-15.94787883758545,-15.571887207031242
1748267551.5540047,1.493509765625,-15.939372062683105,-15.649023437499988
1748267551.6240046,1.4932529296875,-15.908085823059082,-15.674707031250001
1748267551.6740046,1.4932554931640625,-15.85373306274414,-15.674450683593744
1748267551.7140045,1.49328369140625,-15.77607250213623,-15.671630859374996
1748267551.7740047,1.493270751953125,-15.674890518188477,-15.672924804687494
1748267551.8240047,1.493311767578125,-15.550009727478027,-15.668823242187502
1748267551.8740046,1.4933046875,-15.401269912719727,-15.669531249999991
1748267551.9240046,1.4932447509765625,-15.228597640991211,-15.67552490234374
1748267551.9540045,1.493258056640625,-15.03191089630127,-15.674194335937486
1748267552.0140047,1.493216552734375,-14.811232566833496,-15.678344726562488
1748267552.0740047,1.4933203125,-14.566588401794434,-15.667968749999982
1748267552.1240046,1.4933839111328124,-14.298016548156738,-15.661608886718748
1748267552.1740046,1.49507373046875,-14.005708694458008,-15.492626953124988
1748267552.2240045,1.497896484375,-13.689783096313477,-15.21035156249999
1748267552.2640047,1.4996754150390625,-13.35049057006836,-15.032458496093737
1748267552.3240047,1.503812744140625,-12.988109588623047,-14.618725585937486
