timestamp,platform_z (mocap_frame),reference_heave,platform_heave
1748269596.2340045,1.6818946533203125,4.025635242462158,3.1894653320312605
1748269596.2840047,1.6854390869140625,4.328145503997803,3.543908691406261
1748269596.3340046,1.6886343994140625,4.620208740234375,3.863439941406255
1748269596.3840046,1.692243896484375,4.901207447052002,4.224389648437499
1748269596.4440045,1.69584765625,5.170559406280518,4.584765625000009
1748269596.4940045,1.698667724609375,5.4277215003967285,4.8667724609375185
1748269596.5340047,1.70080322265625,5.67223596572876,5.0803222656250036
1748269596.5840046,1.7034130859375,5.903626918792725,5.341308593750016
1748269596.6440046,1.70778125,6.121527194976807,5.778125000000012
1748269596.6840045,1.7096923828125,6.325591564178467,5.96923828125
1748269596.7340045,1.7112457275390625,6.515554428100586,6.124572753906254
1748269596.7740047,1.7124267578125,6.691177845001221,6.242675781250018
1748269596.8440046,1.714817138671875,6.852303981781006,6.4817138671875
1748269596.8740046,1.7161341552734375,6.998830318450928,6.613415527343758
1748269596.9340045,1.7186373291015624,7.130700588226318,6.8637329101562505
1748269596.9940045,1.72075439453125,7.24794864654541,7.07543945312501
1748269597.0440047,1.722256591796875,7.350620269775391,7.225659179687516
1748269597.0940046,1.72381591796875,7.43885612487793,7.381591796875009
1748269597.1240046,1.7245128173828126,7.512775421142578,7.451281738281268
1748269597.1840045,1.725185791015625,7.572644233703613,7.518579101562506
1748269597.2240045,1.7256268310546874,7.618688106536865,7.562683105468748
1748269597.2840047,1.7266217041015626,7.651190757751465,7.662170410156266
1748269597.3340046,1.727750732421875,7.670501708984375,7.7750732421875135
1748269597.3840046,1.7285126953125,7.676944732666016,7.851269531250016
1748269597.4340045,1.7286300048828125,7.670920372009277,7.863000488281258
1748269597.4740045,1.728703369140625,7.652813911437988,7.870336914062515
1748269597.5440047,1.728680419921875,7.623043537139893,7.868041992187513
1748269597.5940046,1.7286953125,7.582090377807617,7.869531250000006
1748269597.6440046,1.7285904541015624,7.530378818511963,7.859045410156251
1748269597.6840045,1.728706787109375,7.468428611755371,7.870678710937518
1748269597.7340045,1.728690673828125,7.39671516418457,7.8690673828125
1748269597.7840047,1.7285921630859375,7.315759181976318,7.859216308593764
1748269597.8440046,1.728662353515625,7.226120471954346,7.8662353515625005
