timestamp,platform_z (mocap_frame),reference_heave,platform_heave
1748263075.5340047,1.681389892578125,-0.06638502329587936,3.138989257812508
1748263075.5840046,1.6713553466796875,-0.880332887172699,2.1355346679687637
1748263075.6240046,1.6634053955078125,-1.6874419450759888,1.3405395507812612
1748263075.6740046,1.65385205078125,-2.48574161529541,0.38520507812500604
1748263075.7340045,1.6445306396484376,-3.273294687271118,-0.5469360351562313
1748263075.7840047,1.639195556640625,-4.048223972320557,-1.0804443359374805
1748263075.8140047,1.63407177734375,-4.808651924133301,-1.5928222656249824
1748263075.8840046,1.6209722900390624,-5.552861213684082,-2.902770996093751
1748263075.9340045,1.6113970947265626,-6.2791008949279785,-3.860290527343735
1748263075.9740045,1.6054605712890626,-6.985762596130371,-4.45394287109373
1748263076.0240047,1.596419921875,-7.671265125274658,-5.358007812499999
1748263076.0740047,1.5897117919921875,-8.334121704101562,-6.028820800781243
1748263076.1240046,1.5859959716796874,-8.972976684570312,-6.400402832031249
1748263076.1840045,1.5804658203125,-9.586468696594238,-6.9534179687499975
1748263076.2240045,1.575225341796875,-10.173396110534668,-7.477465820312501
1748263076.2840047,1.5642490234375,-10.732649803161621,-8.575097656249998
1748263076.3240047,1.5582894287109375,-11.263192176818848,-9.171057128906245
1748263076.3840046,1.550802001953125,-11.764101028442383,-9.91979980468749
1748263076.4340045,1.5462423095703124,-12.234548568725586,-10.375769042968752
1748263076.4840045,1.54215576171875,-12.673803329467773,-10.78442382812499
1748263076.5340047,1.538521728515625,-13.08122444152832,-11.147827148437495
1748263076.5840046,1.5321162109375,-13.456329345703125,-11.788378906249996
1748263076.6240046,1.5275008544921875,-13.798660278320312,-12.249914550781238
1748263076.6840045,1.5231732177734374,-14.107895851135254,-12.682678222656252
1748263076.7240045,1.519160888671875,-14.383809089660645,-13.083911132812487
1748263076.7740047,1.51548046875,-14.626285552978516,-13.451953124999982
1748263076.8140047,1.5136558837890626,-14.835282325744629,-13.634411621093733
1748263076.8740046,1.51078076171875,-15.010852813720703,-13.921923828124982
1748263076.9340045,1.5077791748046876,-15.153167724609375,-14.22208251953123
1748263076.9740045,1.5063026123046874,-15.262473106384277,-14.36973876953125
1748263077.0240047,1.505153076171875,-15.339089393615723,-14.484692382812492
1748263077.0740047,1.50308447265625,-15.383448600769043,-14.69155273437499
1748263077.1240046,1.5013040771484376,-15.396050453186035,-14.86959228515623
1748263077.1840045,1.500383544921875,-15.377470970153809,-14.961645507812493
1748263077.2340045,1.5002305908203124,-15.328370094299316,-14.97694091796875
1748263077.2640047,1.5001976318359376,-15.249482154846191,-14.980236816406233
1748263077.3240047,1.5001688232421875,-15.141586303710938,-14.983117675781244
1748263077.3740046,1.5002623291015624,-15.005566596984863,-14.973767089843747
1748263077.4240046,1.5003006591796875,-14.842351913452148,-14.969934082031244
1748263077.4840045,1.500305908203125,-14.652905464172363,-14.9694091796875
1748263077.5140047,1.5002005615234375,-14.438300132751465,-14.97994384765624
1748263077.5840046,1.5002098388671874,-14.199572563171387,-14.97901611328125
1748263077.6240046,1.500454833984375,-13.937885284423828,-14.954516601562485
1748263077.6740046,1.5004552001953124,-13.654380798339844,-14.954479980468749
1748263077.7240045,1.5012320556640626,-13.350272178649902,-14.876794433593732
1748263077.7740047,1.5036221923828126,-13.026788711547852,-14.637780761718734
1748263077.8340046,1.509198486328125,-12.685181617736816,-14.080151367187499
1748263077.8640046,1.5121265869140625,-12.3267240524292,-13.787341308593737
1748263077.9340045,1.5174959716796874,-11.95268440246582,-13.250402832031249
1748263077.9740045,1.5211778564453124,-11.564380645751953,-12.882214355468747
