__time,/qualisys/ship_deck_platform/pose/pose/position/z
1744111951.5344,1.632282349
1744111951.54985,1.631947632
1744111951.55905,1.631406006
1744111951.57804,1.630888306
1744111951.58116,1.630340454
1744111951.58939,1.629729614
1744111951.60897,1.62914624
1744111951.60943,1.628470215
1744111951.61965,1.627908813
1744111951.62478,1.627344116
1744111951.6396,1.626837524
1744111951.65664,1.626448242
1744111951.65941,1.625996704
1744111951.66447,1.625537354
1744111951.68886,1.624863281
1744111951.68936,1.62425647
1744111951.69914,1.623560059
1744111951.70458,1.622930786
1744111951.7195,1.622458984
1744111951.72949,1.622034302
1744111951.73903,1.621558228
1744111951.74903,1.621042358
1744111951.7596,1.620469849
1744111951.77085,1.61990918
1744111951.77957,1.619411865
1744111951.78893,1.619010376
1744111951.79428,1.618682251
1744111951.80971,1.618216431
1744111951.81953,1.617664185
1744111951.82951,1.617137329
1744111951.83877,1.616752197
1744111951.84946,1.616443237
1744111951.85475,1.616169678
1744111951.86941,1.615773437
1744111951.8794,1.615336792
1744111951.88921,1.614855347
1744111951.89464,1.614348267
1744111951.91133,1.613915894
1744111951.91916,1.613568604
1744111951.92924,1.61320105
1744111951.93906,1.612851562
1744111951.94945,1.612454468
1744111951.97443,1.612042236
1744111951.97485,1.611562744
1744111951.979,1.611204712
1744111951.98942,1.610816528
1744111952.0072,1.610510254
1744111952.00753,1.610184937
1744111952.01954,1.60979541
1744111952.02908,1.609322998
1744111952.03991,1.608880371
1744111952.04931,1.608469849
1744111952.05959,1.608089478
1744111952.06946,1.607776367
1744111952.07902,1.607407715
1744111952.08907,1.60702771
1744111952.09947,1.60659436
1744111952.1104,1.606305176
1744111952.11944,1.606070557
1744111952.12891,1.605869751
1744111952.13462,1.605618286
1744111952.14947,1.605299194
1744111952.15508,1.604875
1744111952.16905,1.604508423
1744111952.17903,1.604187134
1744111952.18954,1.603949341
1744111952.20093,1.60372876
1744111952.21016,1.603475952
1744111952.21899,1.60327771
1744111952.22985,1.602996582
1744111952.23937,1.602791748
1744111952.25119,1.602573975
1744111952.26363,1.602432373
1744111952.27197,1.602217773
1744111952.27988,1.602032715
1744111952.29088,1.601829956
1744111952.29955,1.601703735
1744111952.30905,1.601693237
1744111952.31908,1.601618896
1744111952.33015,1.601489014
1744111952.33973,1.601233276
1744111952.34936,1.600916748
1744111952.35918,1.600693115
1744111952.36908,1.600569824
1744111952.38715,1.600541626
1744111952.38999,1.600462524
1744111952.39922,1.600345947
1744111952.40438,1.60008606
1744111952.42208,1.59984021
1744111952.43143,1.599584839
1744111952.44282,1.599463745
1744111952.4506,1.599381348
1744111952.46062,1.599277954
1744111952.4823,1.599119141
1744111952.48264,1.59899292
1744111952.48951,1.598937256
1744111952.51648,1.598962158
1744111952.5193,1.599012329
1744111952.5209,1.599012085
1744111952.53096,1.598993042
1744111952.5396,1.598964844
1744111952.55012,1.598948853
1744111952.5591,1.598940918
1744111952.56869,1.598948364
1744111952.57445,1.59894519
1744111952.58945,1.598950073
1744111952.5991,1.59893457
1744111952.61114,1.59893689
1744111952.6219,1.598973145
1744111952.63592,1.599017334
1744111952.63679,1.599071533
1744111952.65783,1.59904187
1744111952.65813,1.598973999
1744111952.66946,1.598874756
1744111952.68886,1.598848511
1744111952.6894,1.598935669
1744111952.69925,1.599022217
1744111952.70948,1.599026611
1744111952.71956,1.599024658
1744111952.72468,1.598951416
1744111952.73487,1.598960449
1744111952.74914,1.598954346
1744111952.7596,1.59891333
1744111952.76956,1.598970825
1744111952.77951,1.599011963
1744111952.79037,1.598969971
1744111952.79996,1.598962524
1744111952.8045,1.598915161
1744111952.81484,1.598925903
1744111952.82942,1.598945312
1744111952.83889,1.598972412
1744111952.8444,1.598998657
1744111952.86566,1.59900708
1744111952.86913,1.598947388
1744111952.87961,1.598904175
1744111952.89751,1.598941162
1744111952.90258,1.598986572
1744111952.90644,1.599026733
1744111952.91949,1.599034546
1744111952.92953,1.599000488
1744111952.93889,1.598924805
1744111952.96239,1.59889978
1744111952.96267,1.598929199
1744111952.96904,1.598990234
1744111952.97909,1.599034912
1744111952.98425,1.599036743
1744111952.99952,1.598961914
1744111953.00973,1.598904175
1744111953.01942,1.598874756
1744111953.02977,1.598916504
1744111953.03901,1.598914307
1744111953.05683,1.598971313
1744111953.05995,1.599009766
1744111953.06956,1.599016113
1744111953.08868,1.599008301
1744111953.08907,1.599
1744111953.09938,1.598964844
1744111953.12034,1.598953247
1744111953.12078,1.598943115
1744111953.12901,1.59898291
1744111953.15515,1.59910083
1744111953.15706,1.599182129
1744111953.16439,1.599240845
1744111953.17018,1.599421753
1744111953.17983,1.599441284
1744111953.18957,1.599699951
1744111953.1993,1.59987561
1744111953.20974,1.600181885
1744111953.2193,1.600403931
1744111953.22983,1.60073584
1744111953.23892,1.601069824
1744111953.24417,1.601467407
1744111953.25433,1.601815186
1744111953.26894,1.602326538
1744111953.27946,1.602983765
1744111953.28956,1.603587402
1744111953.29451,1.604268799
1744111953.31228,1.604947754
1744111953.31436,1.60551416
1744111953.32913,1.606190308
1744111953.33953,1.606879517
1744111953.34998,1.607618408
1744111953.36005,1.608379272
1744111953.36422,1.609380859
1744111953.37437,1.610326416
1744111953.38948,1.611168823
1744111953.39955,1.612018433
1744111953.40922,1.612862549
1744111953.4143,1.613792847
1744111953.42941,1.614720581
1744111953.43961,1.615671509
1744111953.44899,1.616724365
1744111953.46007,1.617664307
1744111953.46429,1.618541626
1744111953.47905,1.619502319
1744111953.48429,1.620349609
1744111953.49939,1.621092163
1744111953.50895,1.621760132
1744111953.52366,1.622447632
1744111953.52956,1.623131104
1744111953.54544,1.623736816
1744111953.55185,1.624247314
1744111953.55932,1.624782593
1744111953.56897,1.625840332
1744111953.57471,1.626799927
1744111953.58898,1.628022339
1744111953.59941,1.629229858
1744111953.60423,1.63060376
1744111953.61461,1.632000366
1744111953.62948,1.633429565
1744111953.63438,1.635026489
1744111953.64899,1.636575317
1744111953.65904,1.638197388
1744111953.66952,1.63976001
1744111953.68014,1.641276611
1744111953.68952,1.642695801
1744111953.69897,1.644270508
1744111953.70697,1.645729004
1744111953.71949,1.647363037
1744111953.72921,1.648891602
1744111953.73967,1.650392456
1744111953.75889,1.651694336
1744111953.75932,1.653194336
1744111953.76471,1.654663208
1744111953.77952,1.656318359
1744111953.7842,1.6577948
1744111953.79902,1.659374634
1744111953.80895,1.660706421
1744111953.81476,1.662041138
1744111953.82949,1.663553101
1744111953.83956,1.665045776
1744111953.85086,1.666707153
1744111953.85911,1.668139404
1744111953.86947,1.669673828
1744111953.87946,1.671170532
1744111953.88914,1.672658569
1744111953.89919,1.674261963
1744111953.90845,1.675753418
1744111953.91948,1.677327026
1744111953.92454,1.678921997
1744111953.93894,1.680385986
1744111953.94432,1.681883789
1744111953.95972,1.683411621
1744111953.96954,1.685104858
1744111953.97954,1.68683374
1744111953.98435,1.688454346
1744111953.99901,1.690003784
1744111954.00945,1.691396973
1744111954.01948,1.692900757
1744111954.0295,1.694492798
1744111954.03884,1.696132446
1744111954.0456,1.697762939
1744111954.05954,1.699333984
1744111954.07803,1.700981445
1744111954.07939,1.702625122
1744111954.08415,1.704216309
1744111954.10994,1.70592395
1744111954.11033,1.707422485
1744111954.11448,1.709053467
1744111954.13221,1.71072583
1744111954.14115,1.712282593
1744111954.14901,1.713960571
1744111954.16024,1.715463867
1744111954.17147,1.717166626
1744111954.17793,1.718901245
1744111954.18929,1.720580811
1744111954.20672,1.722380981
1744111954.20915,1.72409375
1744111954.21954,1.725700684
1744111954.23889,1.727308838
1744111954.23935,1.728794189
1744111954.24945,1.73041748
1744111954.27074,1.732076904
1744111954.27112,1.733887695
1744111954.27934,1.735685425
1744111954.28991,1.737293213
1744111954.29909,1.73879834
1744111954.30947,1.740315186
1744111954.31966,1.742004028
1744111954.32435,1.743686279
1744111954.33942,1.745475098
1744111954.34458,1.747113281
1744111954.35837,1.748718872
1744111954.36474,1.750341064
1744111954.37532,1.751885864
1744111954.39462,1.753583496
1744111954.40053,1.75538147
1744111954.40628,1.757212891
1744111954.41924,1.758812134
1744111954.42902,1.760533813
1744111954.43948,1.762182373
1744111954.44456,1.7637948
1744111954.4545,1.765562256
1744111954.4688,1.767328735
1744111954.47938,1.769160645
1744111954.48953,1.770728882
1744111954.49959,1.77246521
1744111954.50943,1.77394043
1744111954.51884,1.7755
1744111954.52953,1.777263916
1744111954.53961,1.779070679
1744111954.55809,1.780690063
1744111954.55851,1.782437744
1744111954.5693,1.784028198
1744111954.59076,1.785708496
1744111954.59113,1.787310913
1744111954.59658,1.789009766
1744111954.62289,1.790733765
1744111954.62334,1.792262329
1744111954.62951,1.794008057
1744111954.63986,1.795771362
1744111954.64907,1.797436035
1744111954.65426,1.799102905
1744111954.67227,1.800754883
1744111954.68149,1.802516602
1744111954.69041,1.804133789
1744111954.69903,1.806024902
1744111954.70585,1.807533813
1744111954.72113,1.809205078
1744111954.72947,1.81107373
1744111954.73955,1.812615601
1744111954.74945,1.81429126
1744111954.75931,1.815765747
1744111954.76952,1.817464355
1744111954.77951,1.819147339
1744111954.78956,1.82078418
1744111954.79918,1.822555542
1744111954.80903,1.824246948
1744111954.81467,1.825596436
1744111954.8294,1.827309082
1744111954.83955,1.828801758
1744111954.84955,1.830389526
1744111954.85432,1.831994385
1744111954.86482,1.833816162
1744111954.87963,1.835332275
1744111954.88952,1.836988281
1744111954.89911,1.838630371
1744111954.90958,1.840130249
1744111954.91911,1.841751099
1744111954.92475,1.84332373
1744111954.93473,1.844886475
1744111954.94896,1.846424927
1744111954.96017,1.848005493
1744111954.96909,1.849551758
1744111954.9744,1.851148438
1744111954.98954,1.852669678
1744111955.00695,1.854334473
1744111955.00739,1.855716797
1744111955.01958,1.857218994
1744111955.03921,1.858680542
1744111955.03953,1.860095459
1744111955.05072,1.861622681
1744111955.07077,1.863244507
1744111955.07124,1.864751221
1744111955.07443,1.866175903
1744111955.0891,1.867441406
1744111955.09912,1.868986938
1744111955.10959,1.870291626
1744111955.1146,1.871762695
1744111955.13429,1.873244385
1744111955.13494,1.874667114
1744111955.14444,1.876110962
1744111955.16781,1.87746582
1744111955.16991,1.879013062
1744111955.18299,1.880308228
1744111955.18874,1.881803711
1744111955.21402,1.883261475
1744111955.21447,1.884608521
1744111955.21481,1.885910156
1744111955.22931,1.887265991
1744111955.23905,1.888581299
1744111955.24482,1.890024902
1744111955.25961,1.891185669
1744111955.2766,1.89257251
1744111955.2769,1.893825073
1744111955.28906,1.894959351
1744111955.30898,1.896182983
1744111955.30942,1.897641235
1744111955.31961,1.89886084
1744111955.3422,1.900179321
1744111955.34463,1.901366577
1744111955.35195,1.902426147
1744111955.36102,1.903484863
1744111955.36924,1.90463562
1744111955.38947,1.905910889
1744111955.39079,1.907122192
1744111955.4023,1.908288696
1744111955.41926,1.909349365
1744111955.41992,1.910501953
1744111955.42895,1.911610229
1744111955.43951,1.912728271
1744111955.44938,1.913932007
1744111955.45964,1.915007446
1744111955.47305,1.916066772
1744111955.47899,1.917126221
1744111955.48899,1.9182146
1744111955.49988,1.919228149
1744111955.50944,1.920239746
1744111955.51928,1.921232422
1744111955.52907,1.921953613
1744111955.54732,1.92277832
1744111955.54902,1.923507446
1744111955.55965,1.924342651
1744111955.56894,1.925145264
1744111955.5799,1.925949219
1744111955.58951,1.926459839
1744111955.60021,1.926923462
1744111955.60436,1.92730249
1744111955.61453,1.927863403
1744111955.62928,1.928338989
1744111955.63952,1.928829224
1744111955.64898,1.92922583
1744111955.65936,1.929506836
1744111955.66897,1.929645752
1744111955.67956,1.929832886
1744111955.68441,1.930127441
1744111955.69926,1.930366089
1744111955.70994,1.930616943
1744111955.71902,1.93058728
1744111955.7294,1.930589111
1744111955.73445,1.930540039
1744111955.74953,1.930563354
1744111955.75444,1.930616577
1744111955.76973,1.930704102
1744111955.77952,1.930621216
1744111955.78944,1.930575317
1744111955.79962,1.930516235
1744111955.80911,1.930518921
1744111955.81897,1.93054248
1744111955.82948,1.930650024
1744111955.8492,1.930661499
1744111955.84958,1.930578125
1744111955.85439,1.930547119
1744111955.86448,1.930516846
1744111955.88165,1.930587891
1744111955.88962,1.930706299
1744111955.89985,1.930727417
1744111955.90902,1.930599487
1744111955.91911,1.930560425
1744111955.92975,1.930504761
1744111955.93951,1.930522827
1744111955.94894,1.930598633
1744111955.95477,1.930651001
1744111955.96941,1.93063562
1744111955.98077,1.930631714
1744111955.98436,1.930571045
1744111955.99902,1.930531982
1744111956.01355,1.93059668
1744111956.02412,1.930612061
1744111956.03707,1.930670166
1744111956.041,1.930612915
1744111956.04872,1.930594238
1744111956.06099,1.930584717
1744111956.07027,1.930564209
1744111956.07998,1.930598999
1744111956.08927,1.930514526
1744111956.10009,1.93051123
1744111956.1218,1.930595459
1744111956.12218,1.93064209
1744111956.12907,1.93058252
1744111956.13438,1.930494019
1744111956.15352,1.930313232
1744111956.15911,1.930181641
1744111956.18516,1.929869751
1744111956.18578,1.929580811
1744111956.18941,1.929290649
1744111956.20085,1.928810669
1744111956.21784,1.928376465
1744111956.22075,1.927965942
1744111956.22944,1.927472046
1744111956.25027,1.926860718
1744111956.25069,1.926065674
1744111956.25543,1.925171509
1744111956.26938,1.924200073
1744111956.27949,1.923037598
1744111956.28903,1.921890991
1744111956.29471,1.920633301
1744111956.30955,1.919549194
1744111956.31958,1.918242676
1744111956.32936,1.91683728
1744111956.33941,1.915321045
1744111956.34493,1.913899414
1744111956.35461,1.912298462
1744111956.36944,1.910649536
1744111956.37439,1.90886377
1744111956.3894,1.907095703
1744111956.39951,1.905382935
1744111956.40954,1.903703247
1744111956.41959,1.901899292
1744111956.42892,1.900107422
1744111956.43951,1.89826416
1744111956.44957,1.896295288
1744111956.45476,1.894417969
1744111956.46938,1.892382446
1744111956.47706,1.89031897
1744111956.49208,1.888295044
1744111956.49949,1.88625647
1744111956.50596,1.884210571
1744111956.51479,1.882248169
1744111956.52897,1.880055542
1744111956.53444,1.878005249
1744111956.54957,1.876007568
1744111956.55967,1.87376709
1744111956.56466,1.871611206
1744111956.57905,1.86914856
1744111956.58898,1.867046631
1744111956.59951,1.864532471
1744111956.61004,1.862512451
1744111956.61895,1.860414429
1744111956.63235,1.858122681
1744111956.64195,1.855861938
1744111956.64566,1.853549805
1744111956.66004,1.851300171
1744111956.66907,1.848808716
1744111956.68019,1.846544678
1744111956.6847,1.844126831
1744111956.69931,1.841727295
1744111956.72583,1.8393302
1744111956.72634,1.834609741
1744111956.73955,1.832179321
1744111956.75735,1.82981897
1744111956.75896,1.827258057
1744111956.76914,1.824894409
1744111956.78907,1.822380859
1744111956.78953,1.819801025
1744111956.79949,1.817318726
1744111956.8205,1.814822998
1744111956.82076,1.812366699
1744111956.8242,1.809897339
1744111956.83478,1.80736377
1744111956.85243,1.804875244
1744111956.85879,1.80233252
1744111956.86961,1.799690063
1744111956.87947,1.7972229
1744111956.88952,1.794703735
1744111956.89944,1.792125488
1744111956.9167,1.789687378
1744111956.91706,1.787077271
1744111956.92955,1.78437085
1744111956.94862,1.781704956
1744111956.94906,1.779234131
1744111956.95974,1.776606567
1744111956.98005,1.774114258
1744111956.98053,1.771463867
1744111956.98959,1.768827148
1744111956.99909,1.766135132
1744111957.00912,1.763630127
1744111957.01921,1.761037231
1744111957.0434,1.758490234
1744111957.04374,1.755856934
1744111957.04897,1.753124878
1744111957.05956,1.750470459
1744111957.06445,1.747863159
1744111957.07948,1.74524585
1744111957.08438,1.742575684
1744111957.09878,1.73993811
1744111957.11024,1.737167725
1744111957.1195,1.734590454
1744111957.13945,1.731936035
1744111957.13982,1.729457642
1744111957.14904,1.72674231
1744111957.17175,1.724062256
1744111957.1723,1.721363403
1744111957.17911,1.718680298
1744111957.18914,1.715939819
1744111957.1942,1.713468018
1744111957.2098,1.710665527
1744111957.21959,1.708105225
1744111957.22961,1.705268921
1744111957.23938,1.702759766
1744111957.24907,1.699871216
1744111957.25906,1.697353271
1744111957.26943,1.694566772
1744111957.27434,1.69208667
1744111957.28913,1.689397339
1744111957.29477,1.686759399
1744111957.30472,1.683981812
1744111957.31924,1.681229858
1744111957.32954,1.67862854
1744111957.33483,1.675958496
1744111957.34974,1.673437744
1744111957.35438,1.670735352
1744111957.36937,1.668116821
1744111957.37944,1.665286011
1744111957.38932,1.662599121
1744111957.40025,1.659869629
1744111957.41017,1.657331177
1744111957.41935,1.654640869
1744111957.4244,1.652099121
1744111957.4395,1.649244873
1744111957.44914,1.646598389
1744111957.45939,1.643865356
1744111957.46953,1.641217041
1744111957.48008,1.638633179
1744111957.4895,1.635980347
1744111957.50564,1.633326782
1744111957.50607,1.630723145
1744111957.5195,1.628088135
1744111957.53765,1.625367676
1744111957.53793,1.622686401
1744111957.54963,1.619987061
1744111957.56901,1.617169067
1744111957.56948,1.614638672
1744111957.57913,1.611858765
1744111957.60315,1.609290771
1744111957.6051,1.60671814
1744111957.61186,1.604087524
1744111957.62691,1.601319824
1744111957.62786,1.598676025
1744111957.6394,1.595920776
1744111957.64961,1.59334021
1744111957.65439,1.590595703
1744111957.68048,1.587943359
1744111957.68106,1.585403442
1744111957.68438,1.582677246
1744111957.71246,1.580199219
1744111957.71283,1.577326782
1744111957.71914,1.574664795
1744111957.729,1.571797241
1744111957.73441,1.569335205
1744111957.74916,1.566505981
1744111957.75943,1.564111328
1744111957.77621,1.56135791
1744111957.77881,1.558839966
1744111957.78906,1.556149902
1744111957.80267,1.553508911
1744111957.8102,1.550757202
1744111957.81454,1.548129639
1744111957.82481,1.545415039
1744111957.83919,1.542834106
1744111957.84913,1.540265137
1744111957.85885,1.537532104
1744111957.87111,1.535025391
1744111957.87896,1.53227771
1744111957.88899,1.529719116
1744111957.89898,1.52696167
1744111957.9091,1.524428467
1744111957.93612,1.521690674
1744111957.93849,1.519062378
1744111957.9458,1.516411621
1744111957.94676,1.513855591
1744111957.95951,1.511422729
1744111957.96901,1.508802002
1744111957.97942,1.506145142
1744111957.98958,1.503454834
1744111957.99925,1.500967285
1744111958.00924,1.498372681
1744111958.01458,1.496172241
1744111958.02949,1.493587036
1744111958.03947,1.491272705
1744111958.049,1.488721069
1744111958.05911,1.486317383
1744111958.06962,1.483888428
1744111958.08006,1.481509521
1744111958.08953,1.479009033
1744111958.09893,1.476557495
1744111958.10918,1.474281738
1744111958.11952,1.471837891
1744111958.12626,1.469524658
1744111958.13476,1.46714624
1744111958.14903,1.464954224
1744111958.15878,1.462583252
1744111958.16949,1.460304199
1744111958.17947,1.457910156
1744111958.18924,1.455807739
1744111958.1991,1.453437622
1744111958.20939,1.451345459
1744111958.21956,1.449094482
1744111958.22954,1.44689917
1744111958.23929,1.444681763
1744111958.24441,1.442516846
1744111958.25732,1.440388184
1744111958.27123,1.438371582
1744111958.27496,1.436095215
1744111958.28887,1.434154541
1744111958.29901,1.431885376
1744111958.30445,1.42983374
1744111958.31453,1.4276604
1744111958.32939,1.42569519
1744111958.33888,1.42367749
1744111958.35014,1.421842773
1744111958.35468,1.419750244
1744111958.37039,1.417739624
1744111958.37948,1.4155177
1744111958.38894,1.413682861
1744111958.39951,1.411658569
1744111958.4097,1.409899536
1744111958.41905,1.408126587
1744111958.42927,1.406281372
1744111958.43902,1.404341919
1744111958.44952,1.402528198
1744111958.45978,1.400559204
1744111958.4644,1.398938721
1744111958.48163,1.397039551
1744111958.49031,1.395289063
1744111958.49947,1.393318726
1744111958.51019,1.391706909
1744111958.51957,1.389886719
1744111958.52905,1.388398438
1744111958.53976,1.386684326
1744111958.54449,1.385116821
1744111958.55941,1.383376709
1744111958.56953,1.381962769
1744111958.57892,1.380292847
1744111958.59336,1.379202148
1744111958.59404,1.377830444
1744111958.60995,1.376872437
1744111958.61951,1.37571875
1744111958.62906,1.374699951
1744111958.63944,1.373623413
1744111958.6491,1.372735962
1744111958.65954,1.371864258
1744111958.66915,1.371191406
1744111958.67432,1.370312256
1744111958.68964,1.369722046
1744111958.70011,1.368993286
1744111958.70452,1.368468994
1744111958.71978,1.368099121
1744111958.72898,1.367665894
1744111958.73952,1.367304077
1744111958.75034,1.366993774
1744111958.75952,1.36666333
1744111958.76894,1.366433472
1744111958.77545,1.366203003
1744111958.78948,1.36599353
1744111958.79948,1.365852661
1744111958.81005,1.365648804
1744111958.81886,1.365477783
1744111958.83303,1.365401123
1744111958.83548,1.365393921
1744111958.84951,1.365469971
1744111958.85909,1.365475952
1744111958.86948,1.365511719
1744111958.87946,1.365427979
1744111958.88438,1.365369995
1744111958.89949,1.365325928
1744111958.90907,1.36534436
1744111958.91434,1.36545813
1744111958.92718,1.365446777
1744111958.93964,1.365449341
1744111958.95252,1.365484253
1744111958.9615,1.365448853
1744111958.97245,1.365418701
1744111958.97984,1.365484741
1744111959.00232,1.365458252
1744111959.00285,1.36550769
1744111959.00876,1.365473633
1744111959.01455,1.36542395
1744111959.03475,1.365381592
1744111959.03956,1.36538855
1744111959.04918,1.365498047
1744111959.06625,1.365519409
1744111959.07423,1.365514648
1744111959.07905,1.365548096
1744111959.09055,1.365558105
1744111959.09437,1.365676147
1744111959.11326,1.365754272
1744111959.12969,1.365852417
1744111959.13012,1.366039673
1744111959.13908,1.366137207
1744111959.15201,1.366311523
1744111959.15914,1.366490723
1744111959.16469,1.367067749
1744111959.17461,1.36758667
1744111959.18924,1.368312622
1744111959.19891,1.368915039
1744111959.21432,1.369525879
1744111959.22527,1.370262451
1744111959.23102,1.371148438
1744111959.23943,1.372152954
1744111959.24898,1.373236328
1744111959.25897,1.374419678
1744111959.26437,1.375767578
1744111959.27906,1.377065552
1744111959.28438,1.378491089
1744111959.29894,1.379970337
1744111959.30957,1.381615723
1744111959.31897,1.383036377
1744111959.32935,1.384608765
1744111959.33906,1.386164551
1744111959.34909,1.387945435
1744111959.35606,1.38958313
1744111959.36983,1.391572998
1744111959.37488,1.393320679
1744111959.38952,1.39509729
1744111959.39444,1.396908813
1744111959.40485,1.398734863
1744111959.4147,1.400486694
1744111959.42473,1.402443726
1744111959.43893,1.404422607
1744111959.44953,1.406164307
1744111959.45959,1.408078491
1744111959.46956,1.409931763
1744111959.47941,1.411476196
1744111959.48885,1.413303955
1744111959.50138,1.41472876
1744111959.50443,1.416254272
1744111959.52893,1.417726318
1744111959.52963,1.419301025
1744111959.54033,1.421059326
1744111959.56341,1.422884277
1744111959.56542,1.424862427
1744111959.57221,1.426708496
1744111959.58058,1.428777344
1744111959.58983,1.430639282
1744111959.59963,1.432547607
1744111959.61058,1.434653564
1744111959.61948,1.436476318
1744111959.62923,1.438580811
1744111959.63904,1.440643066
1744111959.64489,1.442546021
1744111959.65484,1.444617554
1744111959.67144,1.446630249
1744111959.6788,1.44861084
1744111959.68947,1.450734253
1744111959.69953,1.452733154
1744111959.70941,1.454775513
1744111959.7194,1.456770142
1744111959.72904,1.458738647
1744111959.7394,1.460663818
1744111959.74452,1.46289978
1744111959.75963,1.464713013
1744111959.76924,1.46697644
1744111959.77433,1.468969116
1744111959.78959,1.470859985
1744111959.79957,1.473022217
1744111959.81593,1.474797974
1744111959.82228,1.476993408
1744111959.82428,1.478865479
1744111959.84861,1.481075562
1744111959.84946,1.482829468
1744111959.85437,1.485128418
1744111959.86895,1.486854004
1744111959.87932,1.489156494
1744111959.8896,1.490979858
1744111959.89943,1.492976196
1744111959.9095,1.49505896
1744111959.91888,1.496929077
1744111959.92938,1.499147461
1744111959.93944,1.500929199
1744111959.94932,1.503013428
1744111959.96009,1.50485144
1744111959.9697,1.506991211
1744111959.97969,1.508869751
1744111959.98948,1.510936157
1744111959.99955,1.512852661
1744111960.00893,1.514780151
1744111960.019,1.516801392
1744111960.02925,1.518711792
1744111960.03946,1.520691772
1744111960.04927,1.522655273
1744111960.05431,1.524725098
1744111960.06909,1.52657666
1744111960.07942,1.528583862
1744111960.09065,1.530508911
1744111960.09904,1.532522827
1744111960.12018,1.534467407
1744111960.12052,1.536416016
1744111960.12955,1.538370605
1744111960.13947,1.540466431
1744111960.1446,1.54218689
1744111960.15886,1.544316406
1744111960.17225,1.546084595
1744111960.18175,1.548140015
1744111960.19268,1.54993042
1744111960.20067,1.552043823
1744111960.21084,1.55403125
1744111960.23272,1.555837646
1744111960.23337,1.557961914
1744111960.23899,1.55955896
1744111960.24948,1.561668823
1744111960.25894,1.563333984
1744111960.26475,1.565637695
1744111960.27944,1.567448242
1744111960.29216,1.569410278
1744111960.30605,1.571242676
1744111960.31149,1.573210815
1744111960.31498,1.575010742
1744111960.32901,1.577001221
1744111960.33895,1.579024292
1744111960.34431,1.580926025
1744111960.35965,1.582848877
1744111960.3695,1.584792603
1744111960.38127,1.586628052
1744111960.3896,1.588615723
1744111960.39884,1.590633789
1744111960.41277,1.592412964
1744111960.42467,1.594455566
1744111960.43102,1.596303467
1744111960.43538,1.598266724
1744111960.4497,1.599886353
1744111960.45491,1.60208374
1744111960.46469,1.603742065
1744111960.47927,1.605799316
1744111960.49236,1.607584595
1744111960.50057,1.609546875
1744111960.51902,1.611359009
1744111960.51938,1.613336304
1744111960.52954,1.615252075
1744111960.55173,1.61711438
1744111960.5521,1.619119141
1744111960.56213,1.621048706
1744111960.57192,1.622972534
1744111960.57999,1.624781738
1744111960.59023,1.62672583
1744111960.59477,1.628515625
1744111960.6134,1.630602783
1744111960.62586,1.63246106
1744111960.62918,1.634634644
1744111960.63891,1.636379639
1744111960.64913,1.638324219
1744111960.65439,1.640012695
1744111960.66474,1.642002563
1744111960.67914,1.643824951
1744111960.68895,1.646015259
1744111960.69503,1.647770386
1744111960.70476,1.649674805
1744111960.71943,1.651537476
1744111960.73086,1.653421875
1744111960.7342,1.655195068
1744111960.74544,1.657223633
1744111960.75946,1.659081177
1744111960.76442,1.661013306
1744111960.779,1.662974854
1744111960.78964,1.664877808
1744111960.80655,1.666774536
1744111960.80988,1.668699463
1744111960.81438,1.670603149
1744111960.82925,1.672373047
1744111960.85532,1.674490601
1744111960.85674,1.676220215
1744111960.8612,1.678296021
1744111960.86987,1.680088013
1744111960.8794,1.682094604
1744111960.88913,1.683843506
1744111960.89945,1.685779419
1744111960.90898,1.687543335
1744111960.91433,1.689627686
1744111960.92917,1.691341797
1744111960.93887,1.693294189
1744111960.94973,1.695074097
1744111960.95965,1.697136963
1744111960.96899,1.69894458
1744111960.97951,1.701060791
1744111960.98465,1.702936035
1744111960.99951,1.704842041
1744111961.00957,1.706690674
1744111961.0278,1.708478149
1744111961.03053,1.710418823
1744111961.0343,1.712355957
1744111961.04504,1.714309448
1744111961.05469,1.716189575
1744111961.06924,1.718207886
1744111961.09173,1.719980103
1744111961.09212,1.721964966
1744111961.09942,1.723600708
1744111961.10909,1.725611206
1744111961.11893,1.727440552
1744111961.12955,1.729517456
1744111961.13967,1.731316528
1744111961.1494,1.733335083
1744111961.15986,1.735066772
1744111961.16946,1.73696228
1744111961.17941,1.738867676
1744111961.18443,1.740691162
1744111961.19459,1.742782104
1744111961.20443,1.744647705
1744111961.2195,1.746519165
1744111961.22433,1.748328369
1744111961.23945,1.750199829
1744111961.24953,1.752045654
1744111961.26718,1.754102539
1744111961.26751,1.756130859
1744111961.27937,1.757928223
1744111961.29895,1.759809326
1744111961.29956,1.761503052
1744111961.30441,1.763482666
1744111961.33101,1.765310425
1744111961.33141,1.767384277
1744111961.33443,1.769307251
1744111961.34904,1.771165894
1744111961.359,1.773001221
1744111961.3695,1.774747925
1744111961.37958,1.776726562
1744111961.38471,1.778519775
1744111961.39896,1.780660645
1744111961.40959,1.782404907
1744111961.42669,1.784454468
1744111961.42939,1.786228882
1744111961.43889,1.7881073
1744111961.45879,1.790042725
1744111961.45921,1.791848633
1744111961.46953,1.793788086
1744111961.49063,1.795516968
1744111961.49119,1.797670654
1744111961.49903,1.799345337
1744111961.52312,1.8013927
1744111961.52348,1.803158447
